titre,lien,date,université,tag,traduction auto,contenu
中共宜昌市委党校到校交流研讨智库合作,https://syw.ctgu.edu.cn/info/1123/43485.htm,2022-04-14,China Three Gorges University,Science,The Communist Party School of Yichang Municipal Party School to the School Exchange,"本网讯（通讯员 徐明雪）4月12日上午，中共宜昌市委党校副校长王健飞一行3人到校来访，就三峡大学与宜昌市委党校间的智库校际合作开展调研。三峡大学副校长李东升出席座谈会。 李东升表示，三峡大学近年来不断加强学科建设，始终怀着团结、包容、向上的胸襟与党校携手助力宜昌发展，今后双方不仅要“立足宜昌，着眼三峡”，还要进一步深入合作，实现跨区域合作目标。他强调，三峡智库未来要主动服务学校的“13836”总体工作思路,积极争取纳入湖北省重点智库体系、我国CTTI来源智库平台，以实现建成“区域一流、全国先进、国际影响”的特色高校智库目标。 王健飞指出，市委党校将主动联系宜昌本土高校，建立双方合作平台，达成咨询、评审、培训等活动常态化合作，建立沟通交流机制，积极借鉴三峡智库发展模式，打造党校智库，立足宜昌，助力提升党校教研整体实力。 社会科学处和文科学院相关负责人参加了调研座谈。 据悉，三峡大学2019年成立了三峡智库。三峡智库由湖北省人民政府研究室协同，三峡大学与宜昌市委政策研究室、宜昌市人民政府研究室共同建设，以坚持“四个面向”，践行“四个服务”为基本宗旨，积极融入地方和行业发展的主战场。成立以来，在首席专家何伟军教授的带领下，在中国社会科学院学部委员潘家华等特约研究员指导下，积极开展智库活动，已获批省委重大调研项目、省人民政府智力成果采购项目、省软科学重大项目等省领导密切关注的决策咨询类项目多项，其它政府部门委托项目70余项，其中各类“十四五”规划项目20余项，有10余项智库成果获省部级领导批示，20余项成果被宜昌市领导批示或政府部门采纳，围绕疫情防控、三峡生态经济合作区、长江大保护、区域创新中心建设和乡村振兴等领域，为湖北省经济与社会高质量发展、“宜荆荆恩”区域经济一体化协同作做出了重要贡献。  上一条：《中国土家族大百科全书》出版发行 下一条：三峡大学研究团队在高性能储能器件领域研究获重要进展 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002"
三峡大学研究团队在高性能储能器件领域研究获重要进展,https://syw.ctgu.edu.cn/info/1123/43479.htm,2022-04-13,China Three Gorges University,Science,Three Gorges University Research Team is important progress in high performance energy storage devices,"本网讯（通讯员 易娜 邬昊洋）近日，三峡大学储能新材料研究团队在前期研究工作基础上，系统总结团队研究成果及相关进展，在能源领域内知名期刊《先进能源材料》（《Advanced Energy Materials》，IF=29.4）发表综述论文，对未来储能电池电极材料的研究思路具有重要指引意义。  高性能储能器件是实现国家“双碳”目标的重要支撑，也是当前的研究热点。电极材料作为决定储能器件的关键因素，一直是能源领域的研究前沿。长期以来，关于电极材料的研究模式主要基于设计初始形貌与结构，从而获得优异电化学性能，关于电极材料在循环过程中的结构稳定性关注较少。三峡大学储能新材料研究团队长期围绕电极材料在循环过程中的形貌与演变开展研究工作，在锂离子电池中率先提出了“电化学活化、电化学烧结、电化学重构”系统概念，用于描述电极材料的形貌演变并解释相应电化学性能。相关概念的提出，建立了电极初始形貌与最终电化学性能之间的桥梁，为电极材料研究开拓了新的领域，有助于深化对电池电化学的理解。概念提出之后，逐渐受到越来越多研究者的认可和引用。为系统总结相关概念的起源、发展、应用领域及未来研究思路，撰写了题为“储能技术中的电化学活化，电化学烧结，电化学重构:起源，发展与展望”（Electrochemical activation, sintering, and reconstruction in energy storage technologies: origin, development, and prospects）的综述论文，发表在《先进能源材料》上。 该研究团队的负责人为倪世兵教授，博士生导师，新加坡-中国科学技术交流促进协会会员，湖北省“新世纪高层次人才工程”优秀青年骨干，湖北省政府专项津贴专家，湖北省杰出青年基金获得者，三峡大学青年拔尖人才。团队成员有张冬梅博士、裴存原博士。团队长期从事二次电池材料研究，在《先进能源材料》（《Advanced Energy Materials》）等能源类知名期刊发表论文80余篇，授权发明专利40余项，主持国家自然科学基金3项，湖北省杰出青年科学基金1项。 上一条：中共宜昌市委党校到校交流研讨智库合作 下一条：长江三峡集团安全质量总监胡斌来校考察滑坡涌浪试验场 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002"
长江三峡集团安全质量总监胡斌来校考察滑坡涌浪试验场,https://syw.ctgu.edu.cn/info/1123/43473.htm,2022-04-12,China Three Gorges University,Science,"Hu Bin, Safety Quality Director of the Yangtze River Three Gorges Group, to investigate the landslide surge test site",本网讯（通讯员 张鹏）4月10日上午，中国长江三峡集团安全质量总监胡斌来到土木与建筑学院考察，学校学术委员会主任李建林参加了交流座谈。 三峡库区地质安全保障与生态环境保护省部共建国家重点实验室（筹）相关负责人，陪同胡斌现场参观了东苑大型滑坡涌浪物理试验场和西苑地质模型大厅王家山滑坡涌浪2D模型，黄波林研究员介绍了金沙江白鹤滩水电站王家山滑坡涌浪物理模拟试验的项目实施进展。 李建林对胡斌的到来表示热烈欢迎，他表示，三峡大学与三峡集团缘三峡工程而生、因三峡工程而兴，保持长期紧密的关系，结下了深厚的友谊；学校将全力支持“金沙江白鹤滩水电站王家山滑坡涌浪物理模拟试验与风险防控”项目的开展，为白鹤滩“国之重器”做好服务，支撑白鹤滩库区地质安全保障。 胡斌表示，三峡大学在三峡库区的地质灾害研究领域具有传统优势，近年来在滑坡涌浪风险防控方面也取得显著的成绩；期待学校依托滑坡涌浪试验场深度开展滑坡涌浪防治技术的研究和应用，产出高水平成果，为白鹤滩蓄水阶段评估提供支撑。未来进一步加强科研合作，为三峡集团66个水库的库区地质安全保障提供科学依据。 据悉，东苑大型滑坡涌浪物理试验场自2021年12月立项，主体已完建。自白鹤滩水电站王家山滑坡物理模型建造以来，已接待自然资源部地质灾害技术指导中心、长江三峡集团移民工作办公室、中国地质大学（武汉）、成都理工大学等单位领导和专家的考察，模型尺度精度受到充分肯定，对后续成果的产出给予乐观预期。   上一条：三峡大学研究团队在高性能储能器件领域研究获重要进展 下一条：学校召开专题会议：研究建设储能新兴学科 培养社会急需人才 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002
学校召开专题会议：研究建设储能新兴学科 培养社会急需人才,https://syw.ctgu.edu.cn/info/1123/43458.htm,2022-04-09,China Three Gorges University,Science,School convening a special meeting: research and construction of new social disciplines to cultivate social urgently needed talents,本网讯（通讯员 郑浩昊/文 卢悦/图）4月8日上午，学校召开储能产业发展需求及应对战略专题会议，校党委书记何伟军，校长王炎廷，副校长黄悦华、李东升出席会议。会议由李东升主持。  会上，杨学林教授和谭新玉教授分别作了题为《储能技术产业发展》《储能产业发展需求及应对战略思考》的专题报告。报告认为，在国际能源格局深度调整和“双碳”愿景目标下，国内能源发展加速转型，在此背景下，储能可以为满足能源结构调整和能源创新发展的要求提供重要的技术支撑，储能产业必将进入爆发式增长期。 与会人员围绕三峡大学如何应对储能产业发展需求进行了充分讨论和交流，达成了共识。 会议认为，为深入落实“碳达峰、碳中和”国家战略，践行湖北省“一主引领、两翼驱动、全域协同”的战略举措，引领“宜荆荆恩”城市群产业创新发展，根据学校“13836”工作思路，学校应立足储能产业发展重大需求，积极申报建设新能源材料与器件、储能科学与工程等新专业，培养社会企业急需的储能技术人才；加大相关领域的人才引进力度，整合校内资源，建设培育储能新兴学科，提升学校学科水平；加快设立储能技术研究院和储能产业学院，重点对接邦普、宁德时代、亿纬锂能、特锐德、山东科海、广州天赐、湖北兴发等行业头部企业，深入推进政企学合作，服务宜昌市电化学储能和抽水蓄能产业，助力宜昌打造储能技术应用场景集聚地、新能源产业集群新高地和中国“清洁能源之都”。 何伟军在总结时强调，要具备战略性眼光，提前谋划、超前研究、系统思考，把握机遇明确发展定位。要紧扣需求导向和学校学科优化布局，创新体制机制，强化顶层设计。谋定快动，加快成立储能技术研究院并筹备成立储能产业学院，引进培育专业人才队伍，广泛争取社会资源，营造良好的发展氛围和工作机制。 发展规划与学科建设办公室、教务处、科学技术处、社会科学处、研究生院、社会服务办公室、机械与动力学院、材料与化工学院、电气与新能源学院、理学院和分析测试中心等单位负责人及专家参加会议。 上一条：长江三峡集团安全质量总监胡斌来校考察滑坡涌浪试验场 下一条：学校主持编制完成《宜昌市文化和旅游发展“十四五”规划》 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002
学校主持编制完成《宜昌市文化和旅游发展“十四五”规划》,https://syw.ctgu.edu.cn/info/1123/43430.htm,2022-04-07,China Three Gorges University,Science,"The school hosted the completion of ""Yichang City Culture and Tourism Development"" 14th Five-Year Plan """,  本网讯（通讯员 朱德明）近日，宜昌市人民政府发布实施《宜昌市文化和旅游发展“十四五”规划》。该规划是宜昌市24个“十四五”重点专项规划之一，由三峡大学经济与管理学院阚如良教授领衔编制，经济与管理学院、文学与传媒学院、体育学院10多名博士教授协同作战，开创了学校高端智库服务“跨学院协作、多学科交叉”的新局面，对全校新文科建设具有重要支撑作用。 该规划紧扣宜昌市“六城五中心”首位目标，坚持把文化作为灵魂、品质作为生命、创新作为动力，用全球视野、国际标准、系统观念，全市“一盘棋”统筹推进文化和旅游融合创新发展，全力提升“两坝一峡”新能级，全力打造屈原文化“金名片”，全力放大省运会综合效应，全力建好特色文旅精品，全力发展品质休闲业态，全力推动产业融合发展，全力完善公共服务体系，全力营销城市品牌，全力提升现代治理能力，让文化和旅游成为更好推进宜昌高质量发展的动力产业，更好展示长江大保护宜昌样板的绿色产业，更好满足人民对美好生活向往的幸福产业，为宜昌建设世界旅游名城提供了一套行之有效的科学方案。 规划编制团队同时还编制了《宜昌市体育发展“十四五”规划》和《宜昌市广播电视发展“十四五”规划》，都已向全市印发实施。 阚如良教授是学校三峡智库“文旅融合和乡村振兴”团队首席专家，获评教育部教育扶贫和乡村振兴专家、湖北名师工作室主持人、湖北师德先进个人等，主持完成国家社科基金项目1项、省部级课题3项，获省级教学成果一等奖，并带领旅游管理专业获批国家级一流本科建设点，《旅游景区应急管理虚拟仿真实验项目》课程获批省级一流本科课程。率领团队先后完成了《湖北省三峡后续旅游发展总体规划》《湖北清江画廊旅游总体规划》《襄阳古隆中景区创5A景区实施方案》《宜昌市乡村振兴战略规划》《长阳高家堰“一廊两溪”乡村振兴规划》等，助力推动地方乡村振兴和文旅高质量发展。  上一条：学校召开专题会议：研究建设储能新兴学科 培养社会急需人才 下一条：三峡大学3项目描绘宜昌城市未来场景 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002
三峡大学3项目描绘宜昌城市未来场景,https://syw.ctgu.edu.cn/info/1123/43405.htm,2022-04-02,China Three Gorges University,Science,Three Gorge University 3 project portrayed Yichang City Future Scene,本网讯（通讯员 李俊芳）宜昌市政府在宜昌“330”国际人才日之际，隆重发布全市首批6个“城市未来场景实验室”和10个“创新应用场景示范工程”名单。三峡大学3个项目入选。 此次遴选工作为湖北省首创，旨在优化人才生态，加快人才集聚，对入选项目进行重奖。获评“城市未来场景实验室”的项目，将获得项目成本（扣除财政资本注入项目资本金部分）的15%、最高100万元的补助。获评“创新应用场景示范工程”的项目，由行业主管部门在市内优先推广应用，人才基金可予首投或跟投。 电气与新能源学院的“城市智慧能源系统场景实验室”项目将突破综合能源关键技术，打破城市电、气、热不同需求的物理壁垒，全面提升风、光、水等清洁能源在城市不同供能高效集成开发利用，打造区域多能源综合高效利用的典型示范场景，并为综合能源系统关键核心产品的开发提供开发环境、测试环境及应用环境。 机械与动力学院的“石墨烯智能增材制造场景”项目将增材制造技术与机器人技术相结合，打造具有核心自主知识产权、引领国内石墨精深加工技术发展的城市未来场景实验室。为石墨粉末器件化提供专用智能型增材制造系统，为高端石墨功能结构件提供全新的工艺技术，开展工程应用技术研究，提升石墨矿产资源开发价值，促进产业转型升级。 计算机与信息学院雷帮军教授创办的湖北九感科技有限公司申报的“智能交通感知与实时路况监测及预警场景”项目，建设内容包括新一代交通信息智能感知平台、新一代交通大数据智能分析平台和新一代道路交通仿真系统等，子项目则包括路口交通流实时监测预警及智能红绿灯调控、路侧边缘计算设备与车路协同、山区和高速道路交通实时感知和预警和隧道交通环境实时感知和预警，涵盖了智能交通的感知、分析、研判和预警等各个场景中的应用。 此次由创新创业教育学院组织申报的3个项目入选，将进一步激发科创融合，增进校政企合作，增强学校服务地方经济发展的实力和地位。    上一条：学校主持编制完成《宜昌市文化和旅游发展“十四五”规划》 下一条：中南民族大学副校长段超教授应邀来校讲学 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002
中南民族大学副校长段超教授应邀来校讲学,https://syw.ctgu.edu.cn/info/1123/43396.htm,2022-04-02,China Three Gorges University,Science,"Professor Charity, Vice President of Zhongnan University for Nationalities, was invited to study",本网讯（通讯员 毛戈辉 郝梁佐）3月31日，中南民族大学党委常委、副校长、博士生导师、民族学学科带头人段超教授应邀来到三峡大学民族学院，围绕“提升铸牢中华民族共同体意识教育效能进路”作了讲座。民族学学科部分教师与全体研究生现场聆听了讲座。 段超教授以论文的选题为切入点，指出论文被采用的关键，在于作者对学术前沿的理解和把握。理解学术前沿、参与学术前沿，就是在已有学术研究的基础上，选取能够对学术发展有贡献的题目。 段超教授认为，铸牢中华民族共同体意识教育取得实效应把握四个关键：一是明确教育的意义在于使受教育对象正确理解“中华民族共同体意识”涵义，深化对“中华民族共同体意识”的理解，推动“中华民族共同体”建设。二是教育的内容要围绕新时代党的民族工作方针政策、中华文化是各民族共同创造的、新中国民族工作成就、民族团结故事、新时代各民族共同任务展开。三是各宣传教育主体应当明晰本单位任务要点，形成教育协同机制，根据本单位特点、典型性和可视性开展教育。四是教育应当在充分挖掘各地铸牢中华民族共同体意识资源的基础上展开，根据不同受众采取不同方法，采取民众易于理解、乐于接受的形式，开辟多种教育场所，开展平台建设和发挥多形式的综合作用，坚持阶段性宣传与长久宣传结合，将宣传教育与解决实际困难结合起来，及时总结交流教育经验。 上一条：三峡大学3项目描绘宜昌城市未来场景 下一条：南方科技大学讲席教授王海江一行来校访问交流 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002
南方科技大学讲席教授王海江一行来校访问交流,https://syw.ctgu.edu.cn/info/1123/43403.htm,2022-04-01,China Three Gorges University,Science,Professor Wang Haijiang in the Southern University of Science and Technology came to school access,本网讯（通讯员 向雷/文 魏瑶/图）4月1日上午，南方科技大学讲席教授、加拿大工程院院士、深圳市氢能与燃料电池协会荣誉会长、深圳市氢能重点实验室学术委员会委员王海江一行来校交流访问。  座谈时，副校长李东升对王海江一行的到来表示热烈欢迎，介绍了学校的历史沿革、发展现状以及学科建设成果等方面的情况。他表示，在“碳达峰”、“碳中和”背景下，氢能源作为低碳和零碳能源正在脱颖而出，宜昌市当前正加速布局氢能产业，希望王海江院士团队氢能产业化项目落户宜昌，双方联合组成专家团队就氢燃料电池核心材料等项目达成研发合作意向，南方科技大学与三峡大学两校也可以此为契机开展更广泛的交流与合作。 与会人员就建设院士工作站和氢能研究院进行了座谈交流。  王海江表示，三峡大学水利电力特色与优势明显、综合办学实力较强、发展态势良好，近年来取得了不少成绩与突破。未来双方更应增进交流，加强沟通，携手发展。 会后，在校党委书记何伟军等的陪同下，王海江一行参观了校史馆和电气与新能源学院实验室。   深圳海纳吉科技有限公司、前海国泰民安投资有限公司、当阳市人民政府，学校发展规划与学科建设办公室、科学技术处、社会科学处、研究生院、人事处、社会服务办公室、材料与化工学院等相关负责人参加了座谈交流。 上一条：中南民族大学副校长段超教授应邀来校讲学 下一条：优化平台研究方向  助力强基计划落地 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002
优化平台研究方向  助力强基计划落地,https://syw.ctgu.edu.cn/info/1123/43388.htm,2022-04-01,China Three Gorges University,Science,Optimization platform research direction helps strong base plan,本网讯（通讯员 谢云珍）3月30日上午，三峡大学召开自科学院科研平台规划研讨会，研讨优化平台研究方向，助力强基计划落地。校长王炎廷、副校长李东升出席会议。 科学技术处相关负责人结合“科技创新赋能发展”强基计划的整体方案，详细介绍了平台优化、科技资源调配等整体构思，以及开展科研平台规划研讨的背景和必要性。相关学院负责人汇报了所属科研平台的功能定位、发展规划、条件保障、研究方向、研究团队以及平台的架构等情况，重点论述研究方向与学科和博士点建设的相关性，科研团队研究成员与平台研究方向的匹配性。 李东升指出，各学院要积极落实湖北省委省政府科技强省战略部署，优化重组省级重点实验室，对接湖北“51020”现代产业集群和“16条制造业重点产业链”“10大农业重点产业链”发展需求，凝练符合行业需求、学科需要、专业对口的研究方向。 王炎廷充分肯定了学院前期所做的工作，对后续平台建设与管理工作提出了明确要求，希望各相关学院压实平台建设责任，进一步完善平台规划方案，围绕学科发展，梳理平台研究方向，组建好科研团队，把科研平台做实。以科研平台规划为重要契机，做好校内统筹安排，更好地服务学科建设和人才培养等工作，更好服务地方经济社会发展。 各自科学院负责人、重点实验室主任、其他平台负责人、科学技术处相关人员，针对科研平台的管理和建设问题，开展了热烈讨论。   上一条：南方科技大学讲席教授王海江一行来校访问交流 下一条：三峡大学参编的磷石膏综合利用技术规程颁布实施 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002
三峡大学参编的磷石膏综合利用技术规程颁布实施,https://syw.ctgu.edu.cn/info/1123/43360.htm,2022-03-31,China Three Gorges University,Science,The comprehensive utilization technical procedures for the comprehensive utilization of phospates in the Three Gorges University,本网讯（通讯员 雷勇）3月29日，由湖北昌耀新材料股份有限公司等单位主编，三峡大学等单位参编的《公路路面基层用磷石膏矿渣水泥稳定材料应用技术规程》正式实施。 该标准对公路路面基层用磷石膏矿渣水泥稳定材料的原材料要求、组成设计、生产和施工，养护、层间处理和质量控制进行了规定。作为目前国内唯一的磷石膏公路路面基层稳定材料标准，该标准的实施将促进大量消耗工业副产品磷石膏，拓展其资源化利用途径，实现磷石膏无害化处置和资源化利用，不断提高磷石膏资源综合利用产品附加值，增强产业核心竞争力，助力生态文明建设，为经济社会高质量发展提供技术支撑。 磷化工是湖北省的重要支柱产业，经过多年发展，已经形成了庞大的上下游产业链。磷石膏是磷化工行业湿法制取磷酸产生的工业废渣。目前，磷石膏综合利用率总体较低，磷石膏堆存不仅占用大量土地，而且环境风险隐患突出。为了积极解决社会关切问题，学校积极谋划，成立磷石膏研究院，组织科研人员潜心研究，积极参与规范编制、研究指南撰写和课题申报。截至目前，已经承接相关科研项目36项，科研经费600多万元。 科学技术处将继续组织科研人员主动对接宜昌磷化工企业，为磷石膏的综合利用发挥学校科研优势。 上一条：优化平台研究方向  助力强基计划落地 下一条：中华医学基金会杰出教授张宏冰校友回母校作报告 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002
中华医学基金会杰出教授张宏冰校友回母校作报告,https://syw.ctgu.edu.cn/info/1123/43355.htm,2022-03-29,China Three Gorges University,Science,Chinese Medical Foundation Outstanding Professor Zhang Hongying Alumni Report,本网讯（通讯员 任东明）3月28日上午，三峡大学校友、中华医学基金会杰出教授、医学科学家张宏冰教授应邀回到母校，作了题为《肿瘤的基础研究与临床转化》的学术报告。 张宏冰展示了一系列老照片，回顾了在母校的青春岁月，汇报了自己近20年来从事结节性硬化症研究及临床转化所取得的一系列成果，近年来在胰腺癌研究中的进展，并介绍了其他有关肿瘤基础研究与临床转化的范例，并与参会师生就肿瘤的基础研究相关问题进行交流。 据悉，此次学术交流活动是宜昌市“330”国际人才节——三峡大学高层次人才论坛暨校友返校活动的内容之一。 张宏冰教授，1978至1982年在三峡大学医学院（原宜昌医学专科学校）学习，后获华中科技大学同济医学院（原同济医科大学）同济医院外科硕士、美国宾夕法尼亚大学医学院博士学位（优秀博士论文获得者），美国国家健康研究院（NIH）儿科研究所博士后，哈佛大学医学院博士后、讲师，现为中国医学科学院-北京协和医学院长聘教授。长期从事肿瘤研究与治疗，2007年获得国家杰出青年基金，2011年获中华医学基金会杰出教授奖，2016年获中国医学科学院-北京协和医学院杰出贡献奖，2016-2020年为中国医学科学院医学与健康科技创新工程“肿瘤驱动基因分子分型与个体化治疗研究”首席专家，2014-2020年被评为科学论文中国高被引学者。  上一条：三峡大学参编的磷石膏综合利用技术规程颁布实施 下一条：附属仁和医院新增3个湖北省临床重点专科 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002
附属仁和医院新增3个湖北省临床重点专科,https://syw.ctgu.edu.cn/info/1123/43318.htm,2022-03-22,China Three Gorges University,Science,Additional Renhe Hospital Add 3 Hubei Province Clinical Key Specialist,本网讯（通讯员 胡双红 高琦）近日，湖北省卫生健康委公布了获批2021年度湖北省临床重点（建设）专科名单，三峡大学附属仁和医院生殖医学科、产科、消化内科位列其中。至此，仁和医院省临床重点专科已增至7个，市级临床重点专科达10个。 省级临床重点专科的评审与建设是衡量医院专科技术水平和管理水平的重要标志。本次评审工作于2021年9月启动，主要通过材料申报、资格审查、书面审核、定量指标评估、专家评审、现场答辩、评审专家组评定等多个环节进行综合评定。 专科建设作为医院整体水平的综合性指标，直接反映了医院在医疗、科研、教学各方面的水平，关系到医院的社会影响力和综合竞争实力。一直以来，仁和医院高度重视学科建设与发展，围绕医院高质量发展的要求，抓专科内涵建设、重人才培养、优化学科结构、对优势学科从资金投入、人才培养、基础建设、设施设备等方面予以倾斜和支持，按创建标准合理制定科室的发展规划和目标任务，规范科室管理，提高服务能力，专科建设水平大幅提升。 上一条：中华医学基金会杰出教授张宏冰校友回母校作报告 下一条：学校积极参与三峡实验室建设  助力提升宜昌重点产业创新能力 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002
学校积极参与三峡实验室建设  助力提升宜昌重点产业创新能力,https://syw.ctgu.edu.cn/info/1123/43276.htm,2022-03-18,China Three Gorges University,Science,The school actively participated in the construction of the Three Gorges laboratory to promote the ability of Yichang's key industrial innovation.,本网讯（通讯员 谢云珍）近日，2022年度湖北三峡实验室开放基金、创新基金项目发布评审结果，经形式审查、行业专家函审和实验室事务委员会讨论等程序，最终学校9个项目获得资助，总金额100万，主要围绕化工新材料、能源新材料等方向开展研究，助力提升宜昌重点产业和产业链的创新能力。 湖北三峡实验室由湖北兴发化工集团股份公司牵头，联合中国科学院过程工程研究所、武汉工程大学、三峡大学、中国地质大学（武汉）、中科院深圳先进技术研究院、华中科技大学、武汉大学、武汉理工大学、四川大学和湖北宜化集团有限责任公司等组建。 实验室立足于绿色化工和现代化工，围绕“碳中和”与“碳达峰”的双碳目标，面向全球化工发展前沿、国家重大需求和国民经济主战场，以提升化工行业原始创新能力、突破产业发展关键技术瓶颈为使命，聚焦磷石膏综合利用和无害化处置、微电子关键化学品、磷基高端化学品、硅系基础化学品、化工高效装备与智能控制五大研究方向，致力于基础研究、应用基础研究和产业化关键技术研发，打造宜昌化工创新中心，推动湖北省现代化工万亿产业集群发展，提高我国现代化工产业核心竞争力。  上一条：附属仁和医院新增3个湖北省临床重点专科 下一条：三峡大学与山东大学联合举办几何与偏微分方程青年研讨会 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002
三峡大学与山东大学联合举办几何与偏微分方程青年研讨会,https://syw.ctgu.edu.cn/info/1123/43216.htm,2022-03-08,China Three Gorges University,Science,Three Gorges University and Shandong University jointly organize geometries and partial sub-parties youth seminar, 本网讯（通讯员 汤婧）3月6日上午，中俄数学中心A类基地三峡大学与山东大学采取线上线下混合模式联合举办了“第一届几何与偏微分方程青年研讨会”。本次会议由三峡数学研究中心与山东大学数学与交叉科学研究中心承办，三峡大学分会场设在理科楼L2620。讲座吸引了国内高校百余名学者相聚云端。 来自同济大学、广州大学、西南大学、华中师范大学、武汉理工大学、山东大学等8名专家学者就非线性分析、几何分析与椭圆形偏微分方程（组）等数学理论展开充分讨论，深入介绍了各自研究工作的进展，交流彼此的研究成果。 本次会议为相关方向研究者提供了一个良好的学术交流平台，拓宽了学校青年教师和学生专业视野与思路，对学校数学学科的发展起到积极助推作用。 上一条：学校积极参与三峡实验室建设  助力提升宜昌重点产业创新能力 下一条：三峡大学2021年发明专利授权率居全国第17位 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002
三峡大学2021年发明专利授权率居全国第17位,https://syw.ctgu.edu.cn/info/1123/43208.htm,2022-03-07,China Three Gorges University,Science,The Three Gorges University In the 2021 invention patent authorization ranks 17th in the country,  本网讯（通讯员 李容）据HimmPat全球专利智能检索分析平台检索分析，截至2021年11月底，三峡大学发明专利结案量575件，授权量428件，发明专利结案授权率高达74%。在2021年发明专利结案量前100的大学中，三峡大学发明专利授权率在全国排第17位。  据悉，2020年三峡大学入选国家知识产权试点示范高校。经过一年多的建设，学校进一步健全了知识产权管理协调机制，发挥三峡大学技术转移中心、湖北省知识产权培训（宜昌）基地、国家知识产权远程教育平台宜昌分站、鄂西专利检索服务中心、图书馆等信息服务部门和知识产权专员的作用，为专利“全寿命周期”管理提供咨询与技术服务；结合国家重大战略和湖北省“51020”现代产业体系，开展专利布局工作，在水利电力、生物医药等领域培育高价值知识产权组合。近年来，三峡大学授权发明专利1600余项，发明专利授权量占宜昌市的近1/3，有效助力了宜昌市国家知识产权示范城市的建设，2021年获批宜昌市“宜荆荆恩”高校产业知识产权联盟项目的支持。 在科技成果转化方面，学校进一步优化了成果转化管理制度，固定收益分配比例，转让（许可）的成果转化收益中96%归成果完成人所有；用于学生创新创业的成果转化收入的99%归完成人所有。加强了知识产权在相关绩效考核中的比重，学校对教师完成的科技成果转让或作价投资金额，在业绩考核、职称评定时，与横向科研项目到账经费同等对待，激发教师从事科技成果转化的热情。近两年，三峡大学专利转让（许可）数量252项，位居省属高校首位。2021年获批湖北省专利转化专项计划项目1项，资助项目经费200万元。 上一条：三峡大学与山东大学联合举办几何与偏微分方程青年研讨会 下一条：生态​水利团队在水库生态环境影响方面研究取得重要进展 Copyright © 三峡大学索源网 版权所有 主管：三峡大学党委宣传部地址：湖北省宜昌市大学路8号　邮编：443002
